FID,longitude,latitude,data_hora_gmt,satelite,municipio,estado,pais,geom
focos_ams_ontem_hoje_ref.89061ef6-078f-3f05-af8d-ee64354a74a6,-47.661,-3.528,2019-07-08T16:10:00,AQUA_M-T,PARAGOMINAS,PARÁ,Brasil,POINT (-3.528 -47.661)
focos_ams_ontem_hoje_ref.890f97fd-9d4a-3fa0-8823-1bae0aac4dd0,-57.063,-25.651,2019-07-08T17:40:00,AQUA_M-T,Escobar,Paraguarí,Paraguay,POINT (-25.651 -57.063)
focos_ams_ontem_hoje_ref.891b613d-5ad0-34b8-bd53-227f67642be3,-53.957,-30.539,2019-07-08T17:40:00,AQUA_M-T,SANTA MARGARIDA DO SUL,RIO GRANDE DO SUL,Brasil,POINT (-30.539 -53.957)
focos_ams_ontem_hoje_ref.892e9ad1-d424-3409-9c00-00aab9589be7,-62.18,-22,2019-07-08T17:40:00,AQUA_M-T,Doctor Pedro P. Peña,Boquerón,Paraguay,POINT (-22 -62.18)
focos_ams_ontem_hoje_ref.89553c5a-e482-353d-9d5c-ea0af703dc2a,-66.61,-12.931,2019-07-08T17:45:00,AQUA_M-T,José Ballivián,El Beni,Bolivia,POINT (-12.931 -66.61)
focos_ams_ontem_hoje_ref.8960046e-543b-3c33-a9ee-fab632d45bc7,-63.113,-17.084,2019-07-08T17:45:00,AQUA_M-T,Obispo Santistevan,Santa Cruz,Bolivia,POINT (-17.084 -63.113)
focos_ams_ontem_hoje_ref.898269db-4150-3293-9c6d-90f01289bf79,-56.368,-11.557,2019-07-08T17:45:00,AQUA_M-T,TABAPORÃ,MATO GROSSO,Brasil,POINT (-11.557 -56.368)
focos_ams_ontem_hoje_ref.89daca11-bd64-3bdb-af30-9352947fa6b6,-65.04,-24.565,2019-07-08T17:40:00,AQUA_M-T,El Carmen,Jujuy,Argentina,POINT (-24.565 -65.04)
focos_ams_ontem_hoje_ref.8a710bcb-1ddc-3389-bd31-ce177398f067,-56.454,-11.445,2019-07-08T17:45:00,AQUA_M-T,TABAPORÃ,MATO GROSSO,Brasil,POINT (-11.445 -56.454)
focos_ams_ontem_hoje_ref.8a88d467-50bf-308c-b14b-7bc34fe54ad5,-48.118,-4.536,2019-07-08T16:10:00,AQUA_M-T,RONDON DO PARÁ,PARÁ,Brasil,POINT (-4.536 -48.118)
focos_ams_ontem_hoje_ref.8afbac75-5b83-351f-9ebb-c2e4aad2ecc9,-56.524,-25.137,2019-07-08T17:40:00,AQUA_M-T,Carayaó,Caaguazú,Paraguay,POINT (-25.137 -56.524)
focos_ams_ontem_hoje_ref.8b07c34b-32a6-329d-8fff-549ac88950dd,-56.51,-25.614,2019-07-08T17:40:00,AQUA_M-T,Coronel Oviedo,Caaguazú,Paraguay,POINT (-25.614 -56.51)
focos_ams_ontem_hoje_ref.8b2e3283-1d71-3ffc-b7ba-d878e82bc6bf,-56.423,-24.135,2019-07-08T17:40:00,AQUA_M-T,Choré,San Pedro,Paraguay,POINT (-24.135 -56.423)
focos_ams_ontem_hoje_ref.8b856028-00e3-35fe-9f1b-376c8b63bcad,-60.557,-33.925,2019-07-08T17:40:00,AQUA_M-T,Pergamino,Buenos Aires,Argentina,POINT (-33.925 -60.557)
focos_ams_ontem_hoje_ref.8c2bb4c0-fea1-3053-aca0-78b66b7880e0,-59.264,-12.316,2019-07-08T17:45:00,AQUA_M-T,COMODORO,MATO GROSSO,Brasil,POINT (-12.316 -59.264)
focos_ams_ontem_hoje_ref.8c56ead5-a021-391d-8cc8-46e2e5a9c219,-57.338,-29.234,2019-07-08T17:40:00,AQUA_M-T,San Martín,Corrientes,Argentina,POINT (-29.234 -57.338)
focos_ams_ontem_hoje_ref.8c9683ca-a540-3423-9ec2-33602d589aa8,-56.923,-20.823,2019-07-08T17:40:00,AQUA_M-T,PORTO MURTINHO,MATO GROSSO DO SUL,Brasil,POINT (-20.823 -56.923)
focos_ams_ontem_hoje_ref.8cca382c-01cd-37fc-8bb1-dcd877fc0cb6,-60.342,-28.044,2019-07-08T17:40:00,AQUA_M-T,Vera,Santa Fe,Argentina,POINT (-28.044 -60.342)
focos_ams_ontem_hoje_ref.8cea6859-76c7-370a-b521-bb08a285c5e6,-55.205,-1.827,2019-07-08T17:45:00,AQUA_M-T,ÓBIDOS,PARÁ,Brasil,POINT (-1.827 -55.205)
focos_ams_ontem_hoje_ref.8d3198b3-3be8-30d2-b228-f27fd789aa41,-55.776,-14.12,2019-07-08T17:45:00,AQUA_M-T,NOVA MUTUM,MATO GROSSO,Brasil,POINT (-14.12 -55.776)
focos_ams_ontem_hoje_ref.8d4931bf-0cdd-3105-90c2-bbb3ce4b6aad,-64.343,-27.771,2019-07-08T17:40:00,AQUA_M-T,Capital,Santiago del Estero,Argentina,POINT (-27.771 -64.343)
focos_ams_ontem_hoje_ref.8dda5113-1592-3b04-bced-834bc2ad9cda,-58.446,-26.019,2019-07-08T17:40:00,AQUA_M-T,Formosa,Formosa,Argentina,POINT (-26.019 -58.446)
focos_ams_ontem_hoje_ref.8debbe1c-e1a0-315c-939f-336d7037438e,-64.428,-13.51,2019-07-08T17:45:00,AQUA_M-T,Mamoré,El Beni,Bolivia,POINT (-13.51 -64.428)
focos_ams_ontem_hoje_ref.8e50999a-1717-300a-811a-74e9baf2eb43,-65.77,-13.729,2019-07-08T17:45:00,AQUA_M-T,Yacuma,El Beni,Bolivia,POINT (-13.729 -65.77)
focos_ams_ontem_hoje_ref.8e90ecb7-fa23-3f87-a4f9-80f875e5ea71,-58.14,-24.577,2019-07-08T17:40:00,AQUA_M-T,Villa Hayes,Presidente Hayes,Paraguay,POINT (-24.577 -58.14)
focos_ams_ontem_hoje_ref.8ecd7adf-fb4f-353f-b85d-bcf25ecdc0c1,-61.024,-29.819,2019-07-08T17:40:00,AQUA_M-T,San Cristóbal,Santa Fe,Argentina,POINT (-29.819 -61.024)
focos_ams_ontem_hoje_ref.8ecf5eb3-a526-32bd-9887-b089101a82bd,-56.416,-25.839,2019-07-08T17:40:00,AQUA_M-T,Villarrica,Guairá,Paraguay,POINT (-25.839 -56.416)
focos_ams_ontem_hoje_ref.8f3b4885-61c8-3fe4-b6bd-07f5d53e1576,-42.394,-2.814,2019-07-08T16:10:00,AQUA_M-T,TUTÓIA,MARANHÃO,Brasil,POINT (-2.814 -42.394)
focos_ams_ontem_hoje_ref.8f3c8996-3e60-3ae5-b9ef-531442d220b8,-61.089,-21.229,2019-07-08T17:40:00,AQUA_M-T,General Eugenio A. Garay,Boquerón,Paraguay,POINT (-21.229 -61.089)
focos_ams_ontem_hoje_ref.8f5bed2d-7adc-3c77-8c18-4c595402d770,-56.062,-26.025,2019-07-08T17:40:00,AQUA_M-T,General Higinio Morínigo,Caazapá,Paraguay,POINT (-26.025 -56.062)
focos_ams_ontem_hoje_ref.8f5ee432-dd40-39ad-9544-a79a72d15ad2,-56.72,-26.882,2019-07-08T17:40:00,AQUA_M-T,Santa Rosa,Misiones,Paraguay,POINT (-26.882 -56.72)
focos_ams_ontem_hoje_ref.8f64c444-a829-3d7d-aeb5-4c1cf5c8b3ba,-64.364,-27.32,2019-07-08T17:40:00,AQUA_M-T,Banda,Santiago del Estero,Argentina,POINT (-27.32 -64.364)
focos_ams_ontem_hoje_ref.8f67a0ed-1697-3b49-9efa-46104e23f1fc,-55.361,-11.772,2019-07-08T17:45:00,AQUA_M-T,SINOP,MATO GROSSO,Brasil,POINT (-11.772 -55.361)
focos_ams_ontem_hoje_ref.8f88f6ab-8a97-3a99-adc4-dfd385ab7b30,-56.382,-24.342,2019-07-08T17:40:00,AQUA_M-T,San Estanislao,San Pedro,Paraguay,POINT (-24.342 -56.382)
focos_ams_ontem_hoje_ref.8fbefd4e-6acc-395e-8a00-4683b2d0d225,-57.199,-25.488,2019-07-08T17:40:00,AQUA_M-T,Pirayú,Paraguarí,Paraguay,POINT (-25.488 -57.199)
focos_ams_ontem_hoje_ref.8feb8a95-8d70-3fe7-85ab-b33f42a3f19c,-62.293,-28.231,2019-07-08T17:40:00,AQUA_M-T,Juan Felipe Ibarra,Santiago del Estero,Argentina,POINT (-28.231 -62.293)
focos_ams_ontem_hoje_ref.90412e8a-3d7f-32ad-b28e-1e8a8bd3bfd4,-66.265,-13.222,2019-07-08T17:45:00,AQUA_M-T,Yacuma,El Beni,Bolivia,POINT (-13.222 -66.265)
focos_ams_ontem_hoje_ref.908b4a31-e4ef-3efe-8ce9-724fc7e19a29,-54.386,-29.244,2019-07-08T17:40:00,AQUA_M-T,JARI,RIO GRANDE DO SUL,Brasil,POINT (-29.244 -54.386)
focos_ams_ontem_hoje_ref.90d5911e-c4f3-3870-a917-a543563e5839,-57.688,-22.458,2019-07-08T17:40:00,AQUA_M-T,Concepción,Concepción,Paraguay,POINT (-22.458 -57.688)
focos_ams_ontem_hoje_ref.914b6779-ef42-3438-b3f0-ede27588db53,-51.819,-23.715,2019-07-08T17:40:00,AQUA_M-T,BOM SUCESSO,PARANÁ,Brasil,POINT (-23.715 -51.819)
focos_ams_ontem_hoje_ref.914bdce9-70b4-3d46-a5cd-ea4233e8c18b,-57.125,-29.481,2019-07-08T17:40:00,AQUA_M-T,Paso de los Libres,Corrientes,Argentina,POINT (-29.481 -57.125)
focos_ams_ontem_hoje_ref.920b8663-caf3-30db-984e-6deebeb7456e,-61.087,-21.238,2019-07-08T17:40:00,AQUA_M-T,General Eugenio A. Garay,Boquerón,Paraguay,POINT (-21.238 -61.087)
focos_ams_ontem_hoje_ref.9266aeda-b343-34a7-ab1a-e7c4614d8032,-56.884,-23.441,2019-07-08T17:40:00,AQUA_M-T,Tacuatí,San Pedro,Paraguay,POINT (-23.441 -56.884)
focos_ams_ontem_hoje_ref.926e54fe-3363-3ff8-b71d-22f4e27cb5cd,-61.246,-29.721,2019-07-08T17:40:00,AQUA_M-T,San Cristóbal,Santa Fe,Argentina,POINT (-29.721 -61.246)
focos_ams_ontem_hoje_ref.92c2203d-8855-3c2e-9cce-4520913350c1,-53.87,-12.114,2019-07-08T17:45:00,AQUA_M-T,NOVA UBIRATÃ,MATO GROSSO,Brasil,POINT (-12.114 -53.87)
focos_ams_ontem_hoje_ref.92caa086-e43f-3a95-a06d-733340dfd874,-58.145,-24.173,2019-07-08T17:40:00,AQUA_M-T,Villa Hayes,Presidente Hayes,Paraguay,POINT (-24.173 -58.145)
focos_ams_ontem_hoje_ref.92d003c9-04c6-397a-955f-4687c6288327,-56.611,-28.467,2019-07-08T17:40:00,AQUA_M-T,San Martín,Corrientes,Argentina,POINT (-28.467 -56.611)
focos_ams_ontem_hoje_ref.92d6643a-de97-3f11-abd2-b867a4d2f61d,-42.578,-2.771,2019-07-08T16:10:00,AQUA_M-T,PAULINO NEVES,MARANHÃO,Brasil,POINT (-2.771 -42.578)
focos_ams_ontem_hoje_ref.92f13245-c4ff-35aa-803f-cda76595e634,-66.484,-12.332,2019-07-08T17:45:00,AQUA_M-T,José Ballivián,El Beni,Bolivia,POINT (-12.332 -66.484)
focos_ams_ontem_hoje_ref.935decef-f359-359a-b3cb-fc8e632e6642,-51.275,-25.173,2019-07-08T17:40:00,AQUA_M-T,GUARAPUAVA,PARANÁ,Brasil,POINT (-25.173 -51.275)
focos_ams_ontem_hoje_ref.939107c5-2245-39f9-bd76-e92f62de38ab,-59.709,-16.469,2019-07-08T17:45:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-16.469 -59.709)
focos_ams_ontem_hoje_ref.93c10569-dd89-37f6-94d0-eacacc69d257,-61.013,-23.635,2019-07-08T17:40:00,AQUA_M-T,Doctor Pedro P. Peña,Boquerón,Paraguay,POINT (-23.635 -61.013)
focos_ams_ontem_hoje_ref.93eca094-599a-34ae-a8fc-524f75187531,-63.715,-13.568,2019-07-08T17:45:00,AQUA_M-T,Vaca Díez,El Beni,Bolivia,POINT (-13.568 -63.715)
focos_ams_ontem_hoje_ref.94d21e81-c9f3-3ca7-9cb1-681c4456a6b0,-65.735,-9.651,2019-07-08T17:45:00,AQUA_M-T,PORTO VELHO,RONDÔNIA,Brasil,POINT (-9.651 -65.735)
focos_ams_ontem_hoje_ref.94e19bef-b6ad-3d1f-a5ee-0238299e72fb,-56.198,-27.584,2019-07-08T17:40:00,AQUA_M-T,Ituzaingó,Corrientes,Argentina,POINT (-27.584 -56.198)
focos_ams_ontem_hoje_ref.94e6b5f2-c724-3ed0-bc79-950e4fe6e378,-58.884,-24.738,2019-07-08T17:40:00,AQUA_M-T,Pilagás,Formosa,Argentina,POINT (-24.738 -58.884)
focos_ams_ontem_hoje_ref.94ed38a0-56f5-3964-8496-4cd2ccad2a13,-55.334,-28.512,2019-07-08T17:40:00,AQUA_M-T,SANTO ANTÔNIO DAS MISSÕES,RIO GRANDE DO SUL,Brasil,POINT (-28.512 -55.334)
focos_ams_ontem_hoje_ref.958e9f17-2127-3735-998d-15f88c89aac9,-57.099,-29.293,2019-07-08T17:40:00,AQUA_M-T,Paso de los Libres,Corrientes,Argentina,POINT (-29.293 -57.099)
focos_ams_ontem_hoje_ref.95e638d8-5b06-376b-b35d-2502f9aaee58,-58.761,-29.492,2019-07-08T17:40:00,AQUA_M-T,Curuzú Cuatiá,Corrientes,Argentina,POINT (-29.492 -58.761)
focos_ams_ontem_hoje_ref.95ee922e-bc48-302c-bc3f-53c2a65d28fe,-54.312,-10.811,2019-07-08T17:45:00,AQUA_M-T,MARCELÂNDIA,MATO GROSSO,Brasil,POINT (-10.811 -54.312)
focos_ams_ontem_hoje_ref.95ff7a4a-32f4-38a8-8dc1-40f871ede8a2,-58.625,-17.203,2019-07-08T17:45:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-17.203 -58.625)
focos_ams_ontem_hoje_ref.96077960-78af-38df-9922-22a8c70d1bf4,-60.404,-21.172,2019-07-08T17:40:00,AQUA_M-T,General Eugenio A. Garay,Boquerón,Paraguay,POINT (-21.172 -60.404)
focos_ams_ontem_hoje_ref.9617e1ad-3ad8-3605-8a8a-b1755aecc9c1,-60.906,-16.345,2019-07-08T17:45:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-16.345 -60.906)
focos_ams_ontem_hoje_ref.96b9a0d9-0208-3b7c-8aa2-54c0699926ff,-59.025,-27.484,2019-07-08T17:40:00,AQUA_M-T,San Fernando,Chaco,Argentina,POINT (-27.484 -59.025)
focos_ams_ontem_hoje_ref.96e7dbef-7cf2-3536-94d4-793ae488bc5f,-48.334,-19.149,2019-07-08T17:40:00,AQUA_M-T,UBERLÂNDIA,MINAS GERAIS,Brasil,POINT (-19.149 -48.334)
focos_ams_ontem_hoje_ref.97db3435-b4ac-3d52-afc0-9256130e9f9c,-56.623,-26.756,2019-07-08T17:40:00,AQUA_M-T,General Artigas,Itapúa,Paraguay,POINT (-26.756 -56.623)
focos_ams_ontem_hoje_ref.981a9d8d-adc2-3975-a0da-88724949c4d7,-62.761,-28.191,2019-07-08T17:40:00,AQUA_M-T,Juan Felipe Ibarra,Santiago del Estero,Argentina,POINT (-28.191 -62.761)
focos_ams_ontem_hoje_ref.990a7777-e773-33c5-868f-ebc631672a97,-59.755,-7.194,2019-07-08T17:45:00,AQUA_M-T,APUÍ,AMAZONAS,Brasil,POINT (-7.194 -59.755)
focos_ams_ontem_hoje_ref.991f5ed3-d360-315e-b15a-7dc3446409ad,-60.49,-15.45,2019-07-08T17:45:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-15.45 -60.49)
focos_ams_ontem_hoje_ref.9a174480-04ff-3e50-b788-d4ff329dea6b,-57.064,-24.418,2019-07-08T17:40:00,AQUA_M-T,Villa del Rosario,San Pedro,Paraguay,POINT (-24.418 -57.064)
focos_ams_ontem_hoje_ref.9a225421-4ecc-3efc-bddb-f4bdfe56cdc9,-58.907,-27.421,2019-07-08T17:40:00,AQUA_M-T,San Fernando,Chaco,Argentina,POINT (-27.421 -58.907)
focos_ams_ontem_hoje_ref.9a28facf-1c14-3e76-8b35-b8dc649ef642,-55.618,-20.839,2019-07-08T17:40:00,AQUA_M-T,ANASTÁCIO,MATO GROSSO DO SUL,Brasil,POINT (-20.839 -55.618)
focos_ams_ontem_hoje_ref.9a83a272-0b03-3672-9921-d29e24feb8ab,-59.534,-14.483,2019-07-08T17:45:00,AQUA_M-T,CONQUISTA D'OESTE,MATO GROSSO,Brasil,POINT (-14.483 -59.534)
focos_ams_ontem_hoje_ref.9a84de84-5be6-308e-b961-b63c07fd04e7,-60.659,-24.617,2019-07-08T17:40:00,AQUA_M-T,Patiño,Formosa,Argentina,POINT (-24.617 -60.659)
focos_ams_ontem_hoje_ref.9a9ab729-4849-3d98-a621-1fc2c1020b31,-63.17,-15.799,2019-07-08T17:45:00,AQUA_M-T,Marbán,El Beni,Bolivia,POINT (-15.799 -63.17)
focos_ams_ontem_hoje_ref.9ad53846-3bfa-399f-a387-848b052debe7,-61.089,-29.005,2019-07-08T17:40:00,AQUA_M-T,Nueve de Julio,Santa Fe,Argentina,POINT (-29.005 -61.089)
focos_ams_ontem_hoje_ref.9b46a731-a2f6-3f5b-8a51-1f78d42bf65c,-66.449,-12.43,2019-07-08T17:45:00,AQUA_M-T,José Ballivián,El Beni,Bolivia,POINT (-12.43 -66.449)
focos_ams_ontem_hoje_ref.9b7747d0-7582-35a6-b363-3f20029245c2,-57.24,-28.587,2019-07-08T17:40:00,AQUA_M-T,Mercedes,Corrientes,Argentina,POINT (-28.587 -57.24)
focos_ams_ontem_hoje_ref.9b8cdbe6-40a0-3258-bb7f-ba46c0246a3f,-55.745,-26.316,2019-07-08T17:40:00,AQUA_M-T,Tabaí,Caazapá,Paraguay,POINT (-26.316 -55.745)
focos_ams_ontem_hoje_ref.9c1aad10-a95b-3b17-bd79-a067a0c8e4cc,-56.434,-26.902,2019-07-08T17:40:00,AQUA_M-T,General Artigas,Itapúa,Paraguay,POINT (-26.902 -56.434)
focos_ams_ontem_hoje_ref.9c515f78-137c-3f06-98c7-f40ac6c2c3d0,-57.417,-29.503,2019-07-08T17:40:00,AQUA_M-T,Paso de los Libres,Corrientes,Argentina,POINT (-29.503 -57.417)
focos_ams_ontem_hoje_ref.9c7e3795-1fee-3a18-94b4-b625de727e53,-63.711,-13.914,2019-07-08T17:45:00,AQUA_M-T,Vaca Díez,El Beni,Bolivia,POINT (-13.914 -63.711)
focos_ams_ontem_hoje_ref.9cda5a09-8964-3e51-9fce-9a4bcaa63aa7,-56.939,-29.307,2019-07-08T17:40:00,AQUA_M-T,Paso de los Libres,Corrientes,Argentina,POINT (-29.307 -56.939)
focos_ams_ontem_hoje_ref.9ced4783-a5f7-3b0b-8e51-9f2fdcf7834c,-58.564,-23.158,2019-07-08T17:40:00,AQUA_M-T,Pozo Colorado,Presidente Hayes,Paraguay,POINT (-23.158 -58.564)
focos_ams_ontem_hoje_ref.9d34e0aa-3729-3f5a-a611-582ab30d7879,-64.329,-14.156,2019-07-08T17:45:00,AQUA_M-T,Cercado,El Beni,Bolivia,POINT (-14.156 -64.329)
focos_ams_ontem_hoje_ref.9d4d3d63-bd2a-301b-b298-f2acbbfb59ff,-55.841,-26.506,2019-07-08T17:40:00,AQUA_M-T,San Pedro del Paraná,Itapúa,Paraguay,POINT (-26.506 -55.841)
focos_ams_ontem_hoje_ref.9e02b94a-2f6e-307a-93e4-4e5fc4eebfc9,-56.099,-23.76,2019-07-08T17:40:00,AQUA_M-T,Nueva Germania,San Pedro,Paraguay,POINT (-23.76 -56.099)
focos_ams_ontem_hoje_ref.9e6980fe-a854-34af-8a62-9c2554ab5541,-57.68,-22.447,2019-07-08T17:40:00,AQUA_M-T,Concepción,Concepción,Paraguay,POINT (-22.447 -57.68)
focos_ams_ontem_hoje_ref.9e8d188f-ae59-3a46-b910-a628d03844fd,-53.208,-14.304,2019-07-08T17:45:00,AQUA_M-T,CAMPINÁPOLIS,MATO GROSSO,Brasil,POINT (-14.304 -53.208)
focos_ams_ontem_hoje_ref.9e99f2b4-9d32-38f1-b478-5d41d3ab59bb,-60.646,-24.625,2019-07-08T17:40:00,AQUA_M-T,Patiño,Formosa,Argentina,POINT (-24.625 -60.646)
focos_ams_ontem_hoje_ref.9edb87ad-4bb4-33f9-b8a3-79234fecac39,-58.334,-29.474,2019-07-08T17:40:00,AQUA_M-T,Curuzú Cuatiá,Corrientes,Argentina,POINT (-29.474 -58.334)
focos_ams_ontem_hoje_ref.9fb32fd1-1758-3ab6-98dd-5c646b64f8de,-60.958,-22.355,2019-07-08T17:40:00,AQUA_M-T,Mariscal José Félix Estigarribia,Boquerón,Paraguay,POINT (-22.355 -60.958)
focos_ams_ontem_hoje_ref.9ffa0028-255c-3fdc-867a-415a2ccfbf18,-58.45,-27.882,2019-07-08T17:40:00,AQUA_M-T,Empedrado,Corrientes,Argentina,POINT (-27.882 -58.45)
focos_ams_ontem_hoje_ref.a09b4d23-181e-3ac6-a0ad-84b1bdbb5ab5,-60.316,-28.051,2019-07-08T17:40:00,AQUA_M-T,Vera,Santa Fe,Argentina,POINT (-28.051 -60.316)
focos_ams_ontem_hoje_ref.a0d37979-ede3-3d4b-96b2-4fb120788b9b,-55.789,-26.488,2019-07-08T17:40:00,AQUA_M-T,Alto Verá,Itapúa,Paraguay,POINT (-26.488 -55.789)
focos_ams_ontem_hoje_ref.a16244c7-dda7-35dc-b57c-8183b8ff8d17,-56.306,-23.942,2019-07-08T17:40:00,AQUA_M-T,General Isidoro Resquín,San Pedro,Paraguay,POINT (-23.942 -56.306)
focos_ams_ontem_hoje_ref.a21bae29-0055-3455-8183-65c3e7372756,-55.21,-1.829,2019-07-08T17:45:00,AQUA_M-T,ÓBIDOS,PARÁ,Brasil,POINT (-1.829 -55.21)
focos_ams_ontem_hoje_ref.a24f0af5-f0b5-38b2-9c9a-4973add2f07b,-56.976,-27.305,2019-07-08T17:40:00,AQUA_M-T,Ayolas,Misiones,Paraguay,POINT (-27.305 -56.976)
focos_ams_ontem_hoje_ref.a266e223-35ab-3ba7-b09c-cd581a51aaff,-63.856,-8.069,2019-07-08T17:45:00,AQUA_M-T,CANUTAMA,AMAZONAS,Brasil,POINT (-8.069 -63.856)
focos_ams_ontem_hoje_ref.a2994d1d-0c87-335c-a6a1-bd67a6ced7f3,-64.351,-13.021,2019-07-08T17:45:00,AQUA_M-T,Mamoré,El Beni,Bolivia,POINT (-13.021 -64.351)
focos_ams_ontem_hoje_ref.a2d9a5d6-59fd-389e-908c-0373273eae48,-58.272,-29.282,2019-07-08T17:40:00,AQUA_M-T,Mercedes,Corrientes,Argentina,POINT (-29.282 -58.272)
focos_ams_ontem_hoje_ref.a2eedc60-f901-3146-a754-1e38a6b10650,-61.247,-29.71,2019-07-08T17:40:00,AQUA_M-T,San Cristóbal,Santa Fe,Argentina,POINT (-29.71 -61.247)
focos_ams_ontem_hoje_ref.a429ae39-95e1-35bf-872f-bc65321abff2,-56.729,-28.3,2019-07-08T17:40:00,AQUA_M-T,San Martín,Corrientes,Argentina,POINT (-28.3 -56.729)
focos_ams_ontem_hoje_ref.a46e4cf9-057c-3685-a67a-79d61e3fb413,-56.041,-29.671,2019-07-08T17:40:00,AQUA_M-T,ALEGRETE,RIO GRANDE DO SUL,Brasil,POINT (-29.671 -56.041)
focos_ams_ontem_hoje_ref.a5aa517a-0482-37be-8472-ab5c481cafa3,-55.759,-12.61,2019-07-08T17:45:00,AQUA_M-T,SORRISO,MATO GROSSO,Brasil,POINT (-12.61 -55.759)
focos_ams_ontem_hoje_ref.a5da8554-8d29-3d65-99ff-0e0ad4930127,-62.479,-9.008,2019-07-08T17:45:00,AQUA_M-T,CUJUBIM,RONDÔNIA,Brasil,POINT (-9.008 -62.479)
focos_ams_ontem_hoje_ref.a654a619-6d35-3e70-a114-3d7f0efb1798,-57.406,-25.169,2019-07-08T17:40:00,AQUA_M-T,Limpio,Central,Paraguay,POINT (-25.169 -57.406)
focos_ams_ontem_hoje_ref.a6584021-5cb5-3a96-b5f1-af0779a113de,-58.709,-27.129,2019-07-08T17:40:00,AQUA_M-T,Bermejo,Chaco,Argentina,POINT (-27.129 -58.709)
focos_ams_ontem_hoje_ref.a69b48d9-d01d-39ff-b52e-17a13835bac3,-59.827,-26.149,2019-07-08T17:40:00,AQUA_M-T,Libertador General San Martín,Chaco,Argentina,POINT (-26.149 -59.827)
focos_ams_ontem_hoje_ref.a6cd4a11-5c71-39af-b679-e93ec872f586,-56.998,-29.269,2019-07-08T17:40:00,AQUA_M-T,Paso de los Libres,Corrientes,Argentina,POINT (-29.269 -56.998)
focos_ams_ontem_hoje_ref.a71408e2-3319-36c6-81c1-308d0a5b7a83,-55.787,-26.497,2019-07-08T17:40:00,AQUA_M-T,Alto Verá,Itapúa,Paraguay,POINT (-26.497 -55.787)
focos_ams_ontem_hoje_ref.a7474dad-7311-3ab6-a21b-69f442a2680c,-50.508,-27.103,2019-07-08T17:40:00,AQUA_M-T,SANTA CECÍLIA,SANTA CATARINA,Brasil,POINT (-27.103 -50.508)
focos_ams_ontem_hoje_ref.a7708dae-f961-31c6-8d2c-58cbf68846b7,-61.613,-16.471,2019-07-08T17:45:00,AQUA_M-T,José Miguel de Velasco,Santa Cruz,Bolivia,POINT (-16.471 -61.613)
focos_ams_ontem_hoje_ref.a7fad037-f63c-3775-9017-99e7175b1e82,-41.744,-18.543,2019-07-08T16:05:00,AQUA_M-T,FREI INOCÊNCIO,MINAS GERAIS,Brasil,POINT (-18.543 -41.744)
focos_ams_ontem_hoje_ref.a80527b5-bebd-35d7-95cf-4e4f635dbc84,-62.347,-28.043,2019-07-08T17:40:00,AQUA_M-T,Juan Felipe Ibarra,Santiago del Estero,Argentina,POINT (-28.043 -62.347)
focos_ams_ontem_hoje_ref.a821f073-a9ae-3f20-a8c2-9db83bb7d641,-58.825,-21.264,2019-07-08T17:40:00,AQUA_M-T,La Victoria,Alto Paraguay,Paraguay,POINT (-21.264 -58.825)
focos_ams_ontem_hoje_ref.a87d4b9f-e640-361f-acab-afea4bebef6c,-51.206,-28.588,2019-07-08T17:40:00,AQUA_M-T,MUITOS CAPÕES,RIO GRANDE DO SUL,Brasil,POINT (-28.588 -51.206)
focos_ams_ontem_hoje_ref.a9061d8e-bd7f-39c9-bfcc-a89c6df0149c,-58.801,-25.306,2019-07-08T17:40:00,AQUA_M-T,Pilagás,Formosa,Argentina,POINT (-25.306 -58.801)
focos_ams_ontem_hoje_ref.a9643687-4855-3369-b35e-1b8ebbf8f66b,-56.936,-27.355,2019-07-08T17:40:00,AQUA_M-T,Ayolas,Misiones,Paraguay,POINT (-27.355 -56.936)
focos_ams_ontem_hoje_ref.a97839ea-32f5-3bf8-8cc6-fc003cba6aea,-64.834,-20.686,2019-07-08T17:45:00,AQUA_M-T,Nor Cinti,Chuquisaca,Bolivia,POINT (-20.686 -64.834)
focos_ams_ontem_hoje_ref.a9d6e6c0-229b-318e-a7b4-eae8f2e20b77,-58.388,-29.297,2019-07-08T17:40:00,AQUA_M-T,Curuzú Cuatiá,Corrientes,Argentina,POINT (-29.297 -58.388)
focos_ams_ontem_hoje_ref.aa4b1ed7-f98c-3d96-905c-0a86ada02278,-56.978,-29.266,2019-07-08T17:40:00,AQUA_M-T,Paso de los Libres,Corrientes,Argentina,POINT (-29.266 -56.978)
focos_ams_ontem_hoje_ref.aa4b90eb-66ba-3b4a-90ba-1a8e1e3c51e0,-56.865,-28.384,2019-07-08T17:40:00,AQUA_M-T,San Martín,Corrientes,Argentina,POINT (-28.384 -56.865)
focos_ams_ontem_hoje_ref.aab5f1b0-332a-3907-a14f-0aac329fd9e1,-66.903,-9.99,2019-07-08T17:45:00,AQUA_M-T,ACRELÂNDIA,ACRE,Brasil,POINT (-9.99 -66.903)
